Nominal mass	Compositions	Charges
388	H21C19N2O5P,H21C18CxN2O5P,H21C19N2O4OxP,H21C17Cx2N2O5P,H21C16Cx3N2O5P	-1
388	H21C20N2O4Cl,H21C19CxN2O4Cl,H21C20N2O4Clx,H21C20N2O3OxCl,H21C18Cx2N2O4Cl,H21C17Cx3N2O4Cl	-1
388	H20C18N4O4S,H20C17CxN4O4S,H20C18N4O4Sx,H20C18N4O3OxS,H20C16Cx2N4O4S,H20C15Cx3N4O4S	-1,1
388	H18C20N2O4F2,H18C19CxN2O4F2,H18C20N2O3OxF2,H18C18Cx2N2O4F2,H18C17Cx3N2O4F2	-1,1
388	H20C23N2O2S,H20C22CxN2O2S,H20C23N2O2Sx,H20C23N2OOxS,H20C21Cx2N2O2S,H20C20Cx3N2O2S	-1,1
388	H25C12N2O10P,H25C11CxN2O10P,H25C12N2O9OxP,H25C10Cx2N2O10P,H25C9Cx3N2O10P	-1
388	H20C19N2O7,H20C18CxN2O7,H20C19N2O6Ox,H20C17Cx2N2O7,H20C16Cx3N2O7	-1,1
388	H28C6O18,H28C5CxO18,H28C6O17Ox,H28C4Cx2O18,H28C3Cx3O18	-1,1
388	H20C22N4OS,H20C21CxN4OS,H20C22N4OSx,H20C20Cx2N4OS,H20C19Cx3N4OS	-1,1
388	H24C17O10,H24C16CxO10,H24C17O9Ox,H24C15Cx2O10,H24C14Cx3O10	-1,1
388	H20C18N4O6,H20C17CxN4O6,H20C18N4O5Ox,H20C16Cx2N4O6,H20C15Cx3N4O6	-1
388	H20C23N2O4,H20C22CxN2O4,H20C23N2O3Ox,H20C21Cx2N2O4,H20C20Cx3N2O4	-1,1
388	H25C17N2O5FS,H25C16CxN2O5FS,H25C17N2O5FSx,H25C17N2O4OxFS,H25C15Cx2N2O5FS,H25C14Cx3N2O5FS	-1,1
388	H24C21O7,H24C20CxO7,H24C21O6Ox,H24C19Cx2O7,H24C18Cx3O7	-1,1
388	H20C22N4O3,H20C21CxN4O3,H20C22N4O2Ox,H20C20Cx2N4O3,H20C19Cx3N4O3	-1,1
388	H25C21N2O3Cl,H25C20CxN2O3Cl,H25C21N2O3Clx,H25C21N2O2OxCl,H25C19Cx2N2O3Cl,H25C18Cx3N2O3Cl	-1
388	H24C19N4O3S,H24C18CxN4O3S,H24C19N4O3Sx,H24C19N4O2OxS,H24C17Cx2N4O3S,H24C16Cx3N4O3S	-1
388	H24C20N2O6,H24C19CxN2O6,H24C20N2O5Ox,H24C18Cx2N2O6,H24C17Cx3N2O6	-1,1
388	H28C21N2OS2,H28C20CxN2OS2,H28C21N2OSSx,H28C19Cx2N2OS2,H28C18Cx3N2OS2	-1,1
388	H25C20N4O2Cl,H25C19CxN4O2Cl,H25C20N4O2Clx,H25C20N4OOxCl,H25C18Cx2N4O2Cl,H25C17Cx3N4O2Cl	-1,1
388	H21C23N4OF,H21C22CxN4OF,H21C21Cx2N4OF,H21C20Cx3N4OF	-1,1
388	H25C20N4OFS,H25C19CxN4OFS,H25C20N4OFSx,H25C18Cx2N4OFS,H25C17Cx3N4OFS	-1,1
388	H28C18O9,H28C17CxO9,H28C18O8Ox,H28C16Cx2O9,H28C15Cx3O9	-1,1
388	H25C19N6OCl,H25C18CxN6OCl,H25C19N6OClx,H25C17Cx2N6OCl,H25C16Cx3N6OCl	-1,1
388	H28C21N2O3S,H28C20CxN2O3S,H28C21N2O3Sx,H28C21N2O2OxS,H28C19Cx2N2O3S,H28C18Cx3N2O3S	-1,1
388	H32C18N2O3S2,H32C17CxN2O3S2,H32C18N2O3SSx,H32C18N2O2OxS2,H32C16Cx2N2O3S2,H32C15Cx3N2O3S2	-1,1
388	H28C22O6,H28C21CxO6,H28C22O5Ox,H28C20Cx2O6,H28C19Cx3O6	-1,1
388	H24C23N4O2,H24C22CxN4O2,H24C23N4OOx,H24C21Cx2N4O2,H24C20Cx3N4O2	-1,1
388	H29C22N2O2Cl,H29C21CxN2O2Cl,H29C22N2O2Clx,H29C22N2OOxCl,H29C20Cx2N2O2Cl,H29C19Cx3N2O2Cl	-1,1
388	H25C25N2OF,H25C24CxN2OF,H25C23Cx2N2OF,H25C22Cx3N2OF	-1,1
388	H28C21N2O5,H28C20CxN2O5,H28C21N2O4Ox,H28C19Cx2N2O5,H28C18Cx3N2O5	-1,1
388	H24C22N6O,H24C21CxN6O,H24C20Cx2N6O,H24C19Cx3N6O	-1,1
388	H32C19O8,H32C18CxO8,H32C19O7Ox,H32C17Cx2O8,H32C16Cx3O8	-1,1
388	H28C20N4O4,H28C19CxN4O4,H28C20N4O3Ox,H28C18Cx2N4O4,H28C17Cx3N4O4	-1,1
388	H28C25N2O2,H28C24CxN2O2,H28C25N2OOx,H28C23Cx2N2O2,H28C22Cx3N2O2	-1,1
388	H32C23O5,H32C22CxO5,H32C23O4Ox,H32C21Cx2O5,H32C20Cx3O5	-1,1
388	H28C24N4O,H28C23CxN4O,H28C22Cx2N4O,H28C21Cx3N4O	1
388	H32C17N4O6,H32C16CxN4O6,H32C17N4O5Ox,H32C15Cx2N4O6,H32C14Cx3N4O6	-1,1
388	H32C21N4O3,H32C20CxN4O3,H32C21N4O2Ox,H32C19Cx2N4O3,H32C18Cx3N4O3	-1,1
388	H34C23NO4,H34C22CxNO4,H34C23NO3Ox,H34C21Cx2NO4,H34C20Cx3NO4	-1,1
388	H36C24O4,H36C23CxO4,H36C24O3Ox,H36C22Cx2O4,H36C21Cx3O4	1
388	H40C21O6,H40C20CxO6,H40C21O5Ox,H40C19Cx2O6,H40C18Cx3O6	-1,1
388	H40C25O3,H40C24CxO3,H40C25O2Ox,H40C23Cx2O3,H40C22Cx3O3	1
388	H44C22O5,H44C21CxO5,H44C22O4Ox,H44C20Cx2O5,H44C19Cx3O5	-1,1
389	H13C14N3O3FS2Cl,H13C13CxN3O3FS2Cl,H13C14N3O3FSSxCl,H13C14N3O3FS2Clx,H13C14N3O2OxFS2Cl,H13C12Cx2N3O3FS2Cl,H13C11Cx3N3O3FS2Cl	-1
389	H23C12NO9S2,H23C11CxNO9S2,H23C12NO9SSx,H23C12NO8OxS2,H23C10Cx2NO9S2,H23C9Cx3NO9S2	-1
389	H26C14N3O3Cl3,H26C13CxN3O3Cl3,H26C14N3O3Cl2Clx,H26C14N3O2OxCl3,H26C12Cx2N3O3Cl3,H26C11Cx3N3O3Cl3	1
389	H19C18N3O5S,H19C17CxN3O5S,H19C18N3O5Sx,H19C18N3O4OxS,H19C16Cx2N3O5S,H19C15Cx3N3O5S	-1,1
389	H20C19N3O4Cl,H20C18CxN3O4Cl,H20C19N3O4Clx,H20C19N3O3OxCl,H20C17Cx2N3O4Cl,H20C16Cx3N3O4Cl	1
389	H16C22N3O3F,H16C21CxN3O3F,H16C22N3O2OxF,H16C20Cx2N3O3F,H16C19Cx3N3O3F	-1,1
389	H19C22N3O2S,H19C21CxN3O2S,H19C22N3O2Sx,H19C22N3OOxS,H19C20Cx2N3O2S,H19C19Cx3N3O2S	-1
389	H23C19N3O2S2,H23C18CxN3O2S2,H23C19N3O2SSx,H23C19N3OOxS2,H23C17Cx2N3O2S2,H23C16Cx3N3O2S2	-1
389	H23C15N3O7S,H23C14CxN3O7S,H23C15N3O7Sx,H23C15N3O6OxS,H23C13Cx2N3O7S,H23C12Cx3N3O7S	-1,1
389	H19C23NO5,H19C22CxNO5,H19C23NO4Ox,H19C21Cx2NO5,H19C20Cx3NO5	-1
389	H20C23N3OCl,H20C22CxN3OCl,H20C23N3OClx,H20C21Cx2N3OCl,H20C20Cx3N3OCl	-1,1
389	H21C20N3O2FCl,H21C19CxN3O2FCl,H21C20N3O2FClx,H21C20N3OOxFCl,H21C18Cx2N3O2FCl,H21C17Cx3N3O2FCl	-1
389	H23C19N3O4S,H23C18CxN3O4S,H23C19N3O4Sx,H23C19N3O3OxS,H23C17Cx2N3O4S,H23C16Cx3N3O4S	-1
389	H22C18NO5F3,H22C17CxNO5F3,H22C18NO4OxF3,H22C16Cx2NO5F3,H22C15Cx3NO5F3	-1,1
389	H23C23N3OS,H23C22CxN3OS,H23C23N3OSx,H23C21Cx2N3OS,H23C20Cx3N3OS	-1
389	H23C24NO4,H23C23CxNO4,H23C24NO3Ox,H23C22Cx2NO4,H23C21Cx3NO4	-1,1
389	H27C21NO4S,H27C20CxNO4S,H27C21NO4Sx,H27C21NO3OxS,H27C19Cx2NO4S,H27C18Cx3NO4S	-1
389	H23C18N5O5,H23C17CxN5O5,H23C18N5O4Ox,H23C16Cx2N5O5,H23C15Cx3N5O5	1
389	H23C23N3O3,H23C22CxN3O3,H23C23N3O2Ox,H23C21Cx2N3O3,H23C20Cx3N3O3	1
389	H24C20N3O4F,H24C19CxN3O4F,H24C20N3O3OxF,H24C18Cx2N3O4F,H24C17Cx3N3O4F	-1,1
389	H27C20N3O3S,H27C19CxN3O3S,H27C20N3O3Sx,H27C20N3O2OxS,H27C18Cx2N3O3S,H27C17Cx3N3O3S	-1,1
389	H27C16N3O8,H27C15CxN3O8,H27C16N3O7Ox,H27C14Cx2N3O8,H27C13Cx3N3O8	-1,1
389	H23C22N5O2,H23C21CxN5O2,H23C22N5OOx,H23C20Cx2N5O2,H23C19Cx3N5O2	1
389	H24C24N3OF,H24C23CxN3OF,H24C22Cx2N3OF,H24C21Cx3N3OF	1
389	H27C24N3S,H27C23CxN3S,H27C24N3Sx,H27C22Cx2N3S,H27C21Cx3N3S	-1,1
389	H27C19N5O4,H27C18CxN5O4,H27C19N5O3Ox,H27C17Cx2N5O4,H27C16Cx3N5O4	-1,1
389	H27C24N3O2,H27C23CxN3O2,H27C24N3OOx,H27C22Cx2N3O2,H27C21Cx3N3O2	1
389	H32C23NO2Cl,H32C22CxNO2Cl,H32C23NO2Clx,H32C23NOOxCl,H32C21Cx2NO2Cl,H32C20Cx3NO2Cl	-1,1
389	H31C22NO5,H31C21CxNO5,H31C22NO4Ox,H31C20Cx2NO5,H31C19Cx3NO5	1
389	H31C20N5O3,H31C19CxN5O3,H31C20N5O2Ox,H31C18Cx2N5O3,H31C17Cx3N5O3	1
389	H31C25N3O,H31C24CxN3O,H31C23Cx2N3O,H31C22Cx3N3O	1
389	H35C17N5O5,H35C16CxN5O5,H35C17N5O4Ox,H35C15Cx2N5O5,H35C14Cx3N5O5	1
389	H35C22N3O3,H35C21CxN3O3,H35C22N3O2Ox,H35C20Cx2N3O3,H35C19Cx3N3O3	1
389	H43C21NOS2,H43C20CxNOS2,H43C21NOSSx,H43C19Cx2NOS2,H43C18Cx3NOS2	1
389	H39C24NO3,H39C23CxNO3,H39C24NO2Ox,H39C22Cx2NO3,H39C21Cx3NO3	1
389	H43C21NO3S,H43C20CxNO3S,H43C21NO3Sx,H43C21NO2OxS,H43C19Cx2NO3S,H43C18Cx3NO3S	-1,1
389	H43C25NO2,H43C24CxNO2,H43C25NOOx,H43C23Cx2NO2,H43C22Cx3NO2	1
390	H3C4O4Na2SAu,H3C3CxO4Na2SAu,H3C4O4Na2SxAu,H3C4O3OxNa2SAu,H3CCx3O4Na2SAu	-1
390	H13C5O14P3,H13C4CxO14P3,H13C5O13OxP3,H13C3Cx2O14P3,H13C2Cx3O14P3	-1
390	H12C17N2O3FBr,H12C16CxN2O3FBr,H12C17N2O2OxFBr,H12C15Cx2N2O3FBr,H12C14Cx3N2O3FBr	-1
390	H10C24N2O4,H10C23CxN2O4,H10C24N2O3Ox,H10C22Cx2N2O4,H10C21Cx3N2O4	-1
390	H15C11N6O8P,H15C10CxN6O8P,H15C11N6O7OxP,H15C9Cx2N6O8P,H15C8Cx3N6O8P	-1
390	H20C19N2OFBr,H20C18CxN2OFBr,H20C17Cx2N2OFBr,H20C16Cx3N2OFBr	-1,1
390	H14C20N4O3S,H14C19CxN4O3S,H14C20N4O3Sx,H14C20N4O2OxS,H14C18Cx2N4O3S,H14C17Cx3N4O3S	-1
390	H18C17N4O3S2,H18C16CxN4O3S2,H18C17N4O3SSx,H18C17N4O2OxS2,H18C15Cx2N4O3S2,H18C14Cx3N4O3S2	-1
390	H14C19N6O2S,H14C18CxN6O2S,H14C19N6O2Sx,H14C19N6OOxS,H14C17Cx2N6O2S,H14C16Cx3N6O2S	-1
390	H18C22N2O3S,H18C21CxN2O3S,H18C22N2O3Sx,H18C22N2O2OxS,H18C20Cx2N2O3S,H18C19Cx3N2O3S	-1
390	H18C18N2O8,H18C17CxN2O8,H18C18N2O7Ox,H18C16Cx2N2O8,H18C15Cx3N2O8	-1,1
390	H18C21N4O2S,H18C20CxN4O2S,H18C21N4O2Sx,H18C21N4OOxS,H18C19Cx2N4O2S,H18C18Cx3N4O2S	-1,1
390	H22C16O11,H22C15CxO11,H22C16O10Ox,H22C14Cx2O11,H22C13Cx3O11	-1,1
390	H22C18N4O2S2,H22C17CxN4O2S2,H22C18N4O2SSx,H22C18N4OOxS2,H22C16Cx2N4O2S2,H22C15Cx3N4O2S2	-1
390	H18C22N2O5,H18C21CxN2O5,H18C22N2O4Ox,H18C20Cx2N2O5,H18C19Cx3N2O5	-1,1
390	H22C23N2S2,H22C22CxN2S2,H22C23N2SSx,H22C21Cx2N2S2,H22C20Cx3N2S2	-1
390	H22C19N2O5S,H22C18CxN2O5S,H22C19N2O5Sx,H22C19N2O4OxS,H22C17Cx2N2O5S,H22C16Cx3N2O5S	-1
390	H24C21N2OCl2,H24C20CxN2OCl2,H24C21N2OClClx,H24C19Cx2N2OCl2,H24C18Cx3N2OCl2	1
390	H23C19N4OSCl,H23C18CxN4OSCl,H23C19N4OSxCl,H23C19N4OSClx,H23C17Cx2N4OSCl,H23C16Cx3N4OSCl	-1,1
390	H22C20O8,H22C19CxO8,H22C20O7Ox,H22C18Cx2O8,H22C17Cx3O8	-1,1
390	H18C21N4O4,H18C20CxN4O4,H18C21N4O3Ox,H18C19Cx2N4O4,H18C18Cx3N4O4	-1,1
390	H23C20N2O4Cl,H23C19CxN2O4Cl,H23C20N2O4Clx,H23C20N2O3OxCl,H23C18Cx2N2O4Cl,H23C17Cx3N2O4Cl	-1,1
390	H22C18N4O4S,H22C17CxN4O4S,H22C18N4O4Sx,H22C18N4O3OxS,H22C16Cx2N4O4S,H22C15Cx3N4O4S	-1,1
390	H26C13O13,H26C12CxO13,H26C13O12Ox,H26C11Cx2O13,H26C10Cx3O13	-1,1
390	H22C14N4O9,H22C13CxN4O9,H22C14N4O8Ox,H22C12Cx2N4O9,H22C11Cx3N4O9	-1,1
390	H18C15N8O5,H18C14CxN8O5,H18C15N8O4Ox,H18C13Cx2N8O5,H18C12Cx3N8O5	-1,1
390	H26C20N2O2S2,H26C19CxN2O2S2,H26C20N2O2SSx,H26C20N2OOxS2,H26C18Cx2N2O2S2,H26C17Cx3N2O2S2	-1,1
390	H18C20N6O3,H18C19CxN6O3,H18C20N6O2Ox,H18C18Cx2N6O3,H18C17Cx3N6O3	-1,1
390	H19C22N4O2F,H19C21CxN4O2F,H19C22N4OOxF,H19C20Cx2N4O2F,H19C19Cx3N4O2F	-1
390	H23C24N2OCl,H23C23CxN2OCl,H23C24N2OClx,H23C22Cx2N2OCl,H23C21Cx3N2OCl	-1,1
390	H24C15N3O9,H24C14CxN3O9,H24C15N3O8Ox,H24C13Cx2N3O9,H24C12Cx3N3O9	-1
390	H22C22N4OS,H22C21CxN4OS,H22C22N4OSx,H22C20Cx2N4OS,H22C19Cx3N4OS	-1
390	H26C17O10,H26C16CxO10,H26C17O9Ox,H26C15Cx2O10,H26C14Cx3O10	-1
390	H22C18N4O6,H22C17CxN4O6,H22C18N4O5Ox,H22C16Cx2N4O6,H22C15Cx3N4O6	-1,1
390	H20C24N2OF2,H20C23CxN2OF2,H20C22Cx2N2OF2,H20C21Cx3N2OF2	-1,1
390	H21C21N2O2F3,H21C20CxN2O2F3,H21C21N2OOxF3,H21C19Cx2N2O2F3,H21C18Cx3N2O2F3	1
390	H22C23N2O4,H22C22CxN2O4,H22C23N2O3Ox,H22C21Cx2N2O4,H22C20Cx3N2O4	-1,1
390	H28C22N2Cl2,H28C21CxN2Cl2,H28C22N2ClClx,H28C20Cx2N2Cl2,H28C19Cx3N2Cl2	-1
390	H21C20N4OF3,H21C19CxN4OF3,H21C18Cx2N4OF3,H21C17Cx3N4OF3	-1,1
390	H26C21O7,H26C20CxO7,H26C21O6Ox,H26C19Cx2O7,H26C18Cx3O7	-1,1
390	H22C22N4O3,H22C21CxN4O3,H22C22N4O2Ox,H22C20Cx2N4O3,H22C19Cx3N4O3	-1,1
390	H27C21N2O3Cl,H27C20CxN2O3Cl,H27C21N2O3Clx,H27C21N2O2OxCl,H27C19Cx2N2O3Cl,H27C18Cx3N2O3Cl	-1,1
390	H26C19N4O3S,H26C18CxN4O3S,H26C19N4O3Sx,H26C19N4O2OxS,H26C17Cx2N4O3S,H26C16Cx3N4O3S	-1
390	H23C24N2O2F,H23C23CxN2O2F,H23C24N2OOxF,H23C22Cx2N2O2F,H23C21Cx3N2O2F	-1,1
390	H26C15N4O8,H26C14CxN4O8,H26C15N4O7Ox,H26C13Cx2N4O8,H26C12Cx3N4O8	-1,1
390	H22C16N8O4,H22C15CxN8O4,H22C16N8O3Ox,H22C14Cx2N8O4,H22C13Cx3N8O4	-1,1
390	H26C25O4,H26C24CxO4,H26C25O3Ox,H26C23Cx2O4,H26C22Cx3O4	-1,1
390	H27C22O5F,H27C21CxO5F,H27C22O4OxF,H27C20Cx2O5F,H27C19Cx3O5F	1
390	H27C25N2Cl,H27C24CxN2Cl,H27C25N2Clx,H27C23Cx2N2Cl,H27C22Cx3N2Cl	-1,1
390	H30C18O9,H30C17CxO9,H30C18O8Ox,H30C16Cx2O9,H30C15Cx3O9	-1,1
390	H25C22N2OF3,H25C21CxN2OF3,H25C20Cx2N2OF3,H25C19Cx3N2OF3	-1,1
390	H26C24N2O3,H26C23CxN2O3,H26C24N2O2Ox,H26C22Cx2N2O3,H26C21Cx3N2O3	-1,1
390	H30C21N2O3S,H30C20CxN2O3S,H30C21N2O3Sx,H30C21N2O2OxS,H30C19Cx2N2O3S,H30C18Cx3N2O3S	-1,1
390	H26C18N6O4,H26C17CxN6O4,H26C18N6O3Ox,H26C16Cx2N6O4,H26C15Cx3N6O4	-1,1
390	H30C22O6,H30C21CxO6,H30C22O5Ox,H30C20Cx2O6,H30C19Cx3O6	-1,1
390	H26C23N4O2,H26C22CxN4O2,H26C23N4OOx,H26C21Cx2N4O2,H26C20Cx3N4O2	-1,1
390	H27C20N4O3F,H27C19CxN4O3F,H27C20N4O2OxF,H27C18Cx2N4O3F,H27C17Cx3N4O3F	1
390	H30C16N4O7,H30C15CxN4O7,H30C16N4O6Ox,H30C14Cx2N4O7,H30C13Cx3N4O7	-1,1
390	H31C23O4F,H31C22CxO4F,H31C23O3OxF,H31C21Cx2O4F,H31C20Cx3O4F	1
390	H32C20O5F2,H32C19CxO5F2,H32C20O4OxF2,H32C18Cx2O5F2,H32C17Cx3O5F2	1
390	H34C19O8,H34C18CxO8,H34C19O7Ox,H34C17Cx2O8,H34C16Cx3O8	-1,1
390	H30C20N4O4,H30C19CxN4O4,H30C20N4O3Ox,H30C18Cx2N4O4,H30C17Cx3N4O4	-1,1
390	H34C23O5,H34C22CxO5,H34C23O4Ox,H34C21Cx2O5,H34C20Cx3O5	-1,1
390	H38C20O5S,H38C19CxO5S,H38C20O5Sx,H38C20O4OxS,H38C18Cx2O5S,H38C17Cx3O5S	-1,1
390	H38C20O7,H38C19CxO7,H38C20O6Ox,H38C18Cx2O7,H38C17Cx3O7	-1,1
390	H38C24O4,H38C23CxO4,H38C24O3Ox,H38C22Cx2O4,H38C21Cx3O4	-1,1
390	H42C25O3,H42C24CxO3,H42C25O2Ox,H42C23Cx2O3,H42C22Cx3O3	1
391	H12C10N5O7Na2P,H12C9CxN5O7Na2P,H12C10N5O6OxNa2P,H12C8Cx2N5O7Na2P,H12C7Cx3N5O7Na2P	1
391	H17C16N5OS3,H17C15CxN5OS3,H17C16N5OS2Sx,H17C14Cx2N5OS3,H17C13Cx3N5OS3	-1
391	H21C11NO10S2,H21C10CxNO10S2,H21C11NO10SSx,H21C11NO9OxS2,H21C9Cx2NO10S2,H21C8Cx3NO10S2	-1
391	H14C22NO4Cl,H14C21CxNO4Cl,H14C22NO4Clx,H14C22NO3OxCl,H14C20Cx2NO4Cl,H14C19Cx3NO4Cl	-1,1
391	H23C16N3O2SCl2,H23C15CxN3O2SCl2,H23C16N3O2SxCl2,H23C16N3O2SClClx,H23C16N3OOxSCl2,H23C14Cx2N3O2SCl2,H23C13Cx3N3O2SCl2	-1,1
391	H17C21N3O3S,H17C20CxN3O3S,H17C21N3O3Sx,H17C21N3O2OxS,H17C19Cx2N3O3S,H17C18Cx3N3O3S	-1
391	H21C14N3O10,H21C13CxN3O10,H21C14N3O9Ox,H21C12Cx2N3O10,H21C11Cx3N3O10	-1
391	H21C19NO8,H21C18CxNO8,H21C19NO7Ox,H21C17Cx2NO8,H21C16Cx3NO8	-1
391	H21C22N3O2S,H21C21CxN3O2S,H21C22N3O2Sx,H21C22N3OOxS,H21C20Cx2N3O2S,H21C19Cx3N3O2S	-1
391	H25C19N3O2S2,H25C18CxN3O2S2,H25C19N3O2SSx,H25C19N3OOxS2,H25C17Cx2N3O2S2,H25C16Cx3N3O2S2	-1,1
391	H25C15N3O7S,H25C14CxN3O7S,H25C15N3O7Sx,H25C15N3O6OxS,H25C13Cx2N3O7S,H25C12Cx3N3O7S	-1,1
391	H21C17N5O6,H21C16CxN5O6,H21C17N5O5Ox,H21C15Cx2N5O6,H21C14Cx3N5O6	-1
391	H20C20N3O2F3,H20C19CxN3O2F3,H20C20N3OOxF3,H20C18Cx2N3O2F3,H20C17Cx3N3O2F3	-1,1
391	H22C22N5Cl,H22C21CxN5Cl,H22C22N5Clx,H22C20Cx2N5Cl,H22C19Cx3N5Cl	-1
391	H25C19N3O4S,H25C18CxN3O4S,H25C19N3O4Sx,H25C19N3O3OxS,H25C17Cx2N3O4S,H25C16Cx3N3O4S	1
391	H22C23N3O2F,H22C22CxN3O2F,H22C23N3OOxF,H22C21Cx2N3O2F,H22C20Cx3N3O2F	1
391	H27C22NO2FCl,H27C21CxNO2FCl,H27C22NO2FClx,H27C22NOOxFCl,H27C20Cx2NO2FCl,H27C19Cx3NO2FCl	-1
391	H29C16N3O6S,H29C15CxN3O6S,H29C16N3O6Sx,H29C16N3O5OxS,H29C14Cx2N3O6S,H29C13Cx3N3O6S	-1,1
391	H25C24NO4,H25C23CxNO4,H25C24NO3Ox,H25C22Cx2NO4,H25C21Cx3NO4	1
391	H25C18N5O5,H25C17CxN5O5,H25C18N5O4Ox,H25C16Cx2N5O5,H25C15Cx3N5O5	-1,1
391	H25C22N5O2,H25C21CxN5O2,H25C22N5OOx,H25C20Cx2N5O2,H25C19Cx3N5O2	1
391	H26C24N3OF,H26C23CxN3OF,H26C22Cx2N3OF,H26C21Cx3N3OF	1
391	H29C20N3O5,H29C19CxN3O5,H29C20N3O4Ox,H29C18Cx2N3O5,H29C17Cx3N3O5	-1,1
391	H29C24N3O2,H29C23CxN3O2,H29C24N3OOx,H29C22Cx2N3O2,H29C21Cx3N3O2	1
391	H33C22NO5,H33C21CxNO5,H33C22NO4Ox,H33C20Cx2NO5,H33C19Cx3NO5	1
391	H33C21N3O4,H33C20CxN3O4,H33C21N3O3Ox,H33C19Cx2N3O4,H33C18Cx3N3O4	-1,1
391	H33C26NO2,H33C25CxNO2,H33C26NOOx,H33C24Cx2NO2,H33C23Cx3NO2	1
391	H41C20NO4S,H41C19CxNO4S,H41C20NO4Sx,H41C20NO3OxS,H41C18Cx2NO4S,H41C17Cx3NO4S	1
391	H41C24NO3,H41C23CxNO3,H41C24NO2Ox,H41C22Cx2NO3,H41C21Cx3NO3	1
391	H45C25NO2,H45C24CxNO2,H45C25NOOx,H45C22Cx3NO2	1
392	H3C12Cl7,H3C11CxCl7,H3C12Cl6Clx,H3C10Cx2Cl7	1
392	H12C10O3PSCl2Br,H12C9CxO3PSCl2Br,H12C10O3PSxCl2Br,H12C10O3PSClClxBr,H12C10O2OxPSCl2Br,H12C8Cx2O3PSCl2Br,H12C7Cx3O3PSCl2Br	-1
392	H13C11N4O4I,H13C10CxN4O4I,H13C11N4O3OxI,H13C9Cx2N4O4I,H13C8Cx3N4O4I	-1
392	H17C22O2Br,H17C21CxO2Br,H17C22OOxBr,H17C20Cx2O2Br,H17C19Cx3O2Br	-1
392	H16C16N4O4S2,H16C15CxN4O4S2,H16C16N4O4SSx,H16C16N4O3OxS2,H16C14Cx2N4O4S2,H16C13Cx3N4O4S2	-1
392	H8C32,H8C31Cx,H8C30Cx2,H8C29Cx3	-1
392	H16C22O5S,H16C21CxO5S,H16C22O5Sx,H16C22O4OxS,H16C20Cx2O5S,H16C19Cx3O5S	-1,1
392	H21C11O13P,H21C10CxO13P,H21C11O12OxP,H21C9Cx2O13P,H21C8Cx3O13P	-1,1
392	H21C18N2O3Br,H21C17CxN2O3Br,H21C18N2O2OxBr,H21C16Cx2N2O3Br,H21C15Cx3N2O3Br	-1,1
392	H16C20N4OS2,H16C19CxN4OS2,H16C20N4OSSx,H16C18Cx2N4OS2,H16C17Cx3N4OS2	-1
392	H16C20N4O3S,H16C19CxN4O3S,H16C20N4O3Sx,H16C20N4O2OxS,H16C18Cx2N4O3S,H16C17Cx3N4O3S	-1
392	H21C19N2O3SCl,H21C18CxN2O3SCl,H21C19N2O3SxCl,H21C19N2O3SClx,H21C19N2O2OxSCl,H21C17Cx2N2O3SCl,H21C16Cx3N2O3SCl	-1,1
392	H18C19N2O3F2S,H18C18CxN2O3F2S,H18C19N2O3F2Sx,H18C19N2O2OxF2S,H18C17Cx2N2O3F2S,H18C16Cx3N2O3F2S	-1
392	H17C21N4O2Cl,H17C20CxN4O2Cl,H17C21N4O2Clx,H17C21N4OOxCl,H17C19Cx2N4O2Cl,H17C18Cx3N4O2Cl	-1
392	H16C19N6O2S,H16C18CxN6O2S,H16C19N6O2Sx,H16C19N6OOxS,H16C17Cx2N6O2S,H16C16Cx3N6O2S	-1,1
392	H16C24N4S,H16C23CxN4S,H16C24N4Sx,H16C22Cx2N4S,H16C21Cx3N4S	-1,1
392	H20C19O9,H20C18CxO9,H20C19O8Ox,H20C17Cx2O9,H20C16Cx3O9	-1
392	H18C22NO6,H18C21CxNO6,H18C22NO5Ox,H18C20Cx2NO6,H18C19Cx3NO6	-1,1
392	H20C23O6,H20C22CxO6,H20C23O5Ox,H20C21Cx2O6,H20C20Cx3O6	-1
392	H20C21N4O2S,H20C20CxN4O2S,H20C21N4O2Sx,H20C21N4OOxS,H20C19Cx2N4O2S,H20C18Cx3N4O2S	-1,1
392	H24C16O11,H24C15CxO11,H24C16O10Ox,H24C14Cx2O11,H24C13Cx3O11	-1,1
392	H20C22N2O5,H20C21CxN2O5,H20C22N2O4Ox,H20C20Cx2N2O5,H20C19Cx3N2O5	-1
392	H24C20O8,H24C19CxO8,H24C20O7Ox,H24C18Cx2O8,H24C17Cx3O8	-1,1
392	H20C21N4O4,H20C20CxN4O4,H20C21N4O3Ox,H20C19Cx2N4O4,H20C18Cx3N4O4	-1,1
392	H28C13O13,H28C12CxO13,H28C13O12Ox,H28C11Cx2O13,H28C10Cx3O13	-1,1
392	H32C6O18,H32C5CxO18,H32C6O17Ox,H32C4Cx2O18,H32C3Cx3O18	-1,1
392	H25C19N4O3Cl,H25C18CxN4O3Cl,H25C19N4O3Clx,H25C19N4O2OxCl,H25C17Cx2N4O3Cl,H25C16Cx3N4O3Cl	-1,1
392	H21C22N4O2F,H21C21CxN4O2F,H21C22N4OOxF,H21C20Cx2N4O2F,H21C19Cx3N4O2F	1
